12,1,1,1,0,3,0,0,6,8,2,1,5,2,1,1,3,3,2,2,1,3,2,3,3,3,5,2,1,1,4,2,2,2,5,3,1,2,1,3,0,2,2,2,3,2,3,3,4,3,2,2,0,2,1,4,3,0,5,6,1,0,6,12,11,17,16,5,6,12,8,11,15,6,6,8,16,14,11,4,12,12,11,13,12,8,9,8,11,8,10,8,12,8,13,16,10,12,8,12,9,14,7,8,11,8,5,6,15,9,8,8,5,9,7,6,6,6,6,7,10,30,31,19,16,15,13,20,28,23,25,29,17,20,17,25,27,27,20,30,20,20,25,17,29,26,11,25,21,25,34,25,17,18,20,23,17,30,24,33,23,26,29,29,20,28,29,25,27,23,23,17,13,21,22,27,19,19,26,22,0,2068
13,4,0,3,1,3,4,4,1,0,3,3,7,5,0,0,1,1,0,2,1,3,4,2,1,4,5,2,5,1,4,3,3,4,2,2,3,3,1,4,1,5,1,2,3,0,5,0,4,1,4,1,4,4,3,1,2,3,3,1,2,11,3,9,7,9,9,10,10,9,14,9,3,12,9,14,9,10,6,13,8,10,11,8,9,6,7,13,16,10,7,5,5,15,7,10,15,9,8,9,8,10,10,12,6,9,11,7,9,11,10,8,10,10,10,6,7,9,9,10,7,25,26,24,23,30,25,21,18,24,21,27,30,19,24,24,33,21,17,28,26,25,27,36,28,18,19,36,21,32,24,24,27,26,21,34,26,28,24,22,21,26,17,29,33,19,21,20,14,28,34,25,19,28,27,27,33,26,29,36,0,2198
14,1,2,2,4,4,1,3,2,6,0,2,3,2,4,2,2,5,1,3,2,2,1,1,2,1,2,3,2,3,2,4,1,5,1,0,3,5,5,2,2,3,3,3,2,2,5,1,5,1,7,2,0,1,1,5,1,2,3,6,2,4,10,6,15,9,13,7,11,4,6,8,8,10,10,10,11,11,13,13,14,7,9,9,14,17,7,13,7,10,8,8,5,16,9,5,9,9,14,6,8,9,11,10,9,15,6,10,12,7,13,5,11,15,6,11,14,16,8,7,11,23,33,21,33,27,20,18,19,24,28,34,37,28,19,32,22,19,35,24,18,22,29,31,31,25,22,18,34,28,17,37,28,27,23,35,24,20,34,32,28,24,24,30,30,25,24,25,25,27,22,29,30,28,22,29,38,16,29,17,0,2295
15,4,2,0,3,2,5,3,3,1,3,3,4,0,4,0,1,3,2,4,1,5,4,3,1,3,2,5,1,1,6,2,4,4,3,1,6,0,1,3,2,2,2,4,2,1,1,4,2,5,2,3,1,3,3,5,2,8,4,2,1,12,9,9,5,9,8,4,14,12,8,11,11,10,11,5,10,13,6,12,8,13,9,11,17,12,9,19,16,13,5,14,5,8,14,12,9,11,14,9,12,11,12,9,12,8,4,8,9,11,8,14,13,14,10,9,9,11,13,8,10,15,25,25,28,30,23,37,38,29,18,29,34,35,26,21,32,30,29,32,31,31,31,24,24,27,27,31,27,31,25,30,22,26,25,27,41,27,31,36,28,41,25,29,38,37,26,28,23,24,32,18,21,29,29,28,25,30,23,32,0,2460
16,1,1,3,3,2,1,0,1,1,3,0,5,1,4,1,3,0,1,3,5,2,3,2,1,3,2,2,1,3,1,4,1,4,2,5,3,0,2,5,2,1,5,4,2,2,2,3,3,2,2,1,3,3,4,2,6,3,1,1,2,8,13,15,8,16,9,9,10,8,12,4,18,15,10,9,9,12,14,6,11,17,10,13,8,10,12,3,18,8,10,10,7,11,14,5,15,11,13,13,11,16,9,12,7,8,7,14,8,17,5,12,7,10,16,7,12,9,6,11,14,20,27,31,30,35,22,27,37,33,33,21,28,35,24,27,27,40,22,24,27,31,28,19,26,26,31,21,25,29,32,27,25,29,21,29,32,30,33,26,29,28,23,26,27,33,29,23,25,26,36,23,26,31,33,28,25,21,25,30,0,2418
17,2,4,4,8,1,3,0,5,3,2,2,1,5,3,2,2,2,2,2,2,4,4,1,2,2,0,0,3,1,3,2,2,4,3,4,5,1,3,5,5,4,3,2,1,6,2,4,2,2,2,3,4,2,2,2,2,2,4,3,4,8,15,10,13,5,13,8,16,17,9,7,10,19,6,6,9,18,10,12,13,12,13,13,10,14,8,11,14,11,10,11,13,8,8,12,11,13,11,14,11,12,12,10,6,6,14,11,9,13,8,8,7,14,13,4,18,12,8,10,12,27,31,31,28,30,24,28,30,40,25,24,25,41,32,20,29,26,33,32,28,29,26,38,28,31,26,21,26,26,30,35,34,24,32,36,27,25,29,28,27,30,34,30,37,29,37,27,33,24,29,26,24,22,33,26,30,27,21,30,0,2535
18,3,3,4,2,6,4,3,3,3,5,1,3,7,1,6,1,4,2,4,3,4,5,2,2,3,2,6,4,4,0,5,1,4,5,7,3,3,2,2,2,0,1,1,6,2,4,0,4,6,1,3,1,5,1,3,2,1,2,2,1,7,8,12,11,10,10,11,8,6,9,17,12,12,11,10,8,9,11,9,13,7,4,6,10,10,10,10,12,13,12,13,12,8,6,10,20,14,15,8,8,10,12,13,11,10,14,15,13,14,10,13,10,14,10,13,8,14,11,11,10,36,31,24,21,26,27,29,35,36,28,28,23,30,28,37,31,29,26,28,30,25,27,20,25,30,26,34,26,25,32,31,26,21,29,26,36,27,31,44,41,33,31,21,31,29,30,35,30,21,31,29,27,27,38,22,38,33,39,28,0,2566
19,3,5,3,1,2,4,5,1,3,0,1,0,3,1,3,6,3,1,6,2,3,2,1,1,5,0,1,0,2,6,4,2,1,1,3,4,3,4,2,2,3,0,5,2,2,1,4,1,2,3,2,3,1,4,3,1,1,3,3,4,2,11,9,12,12,16,11,15,8,14,10,8,11,11,10,12,7,5,12,6,14,14,8,13,9,8,11,10,15,8,9,13,3,10,12,8,6,14,11,15,11,7,12,9,17,13,10,9,8,10,11,11,12,6,8,11,10,12,11,10,32,30,25,25,30,37,26,22,25,43,17,39,25,27,27,28,26,30,27,27,28,31,35,28,33,26,36,13,30,32,34,29,31,37,21,24,41,37,33,29,24,22,25,23,32,36,23,27,27,22,29,34,30,24,25,27,40,26,31,0,2472
20,3,0,3,3,4,3,2,3,2,0,1,2,2,2,0,4,1,2,3,3,2,3,0,3,3,4,2,3,4,1,2,4,3,1,3,2,1,1,3,5,1,1,0,2,3,0,4,4,3,3,1,1,4,2,2,4,4,3,1,1,5,10,15,11,12,9,17,7,11,12,11,7,8,11,9,9,8,5,10,19,10,10,10,10,10,6,10,9,14,10,7,14,9,8,10,8,5,8,7,12,11,11,9,6,14,16,11,4,10,9,13,9,11,9,9,20,10,12,8,10,30,28,26,18,34,30,31,33,29,28,27,29,27,34,27,26,25,27,21,25,29,22,25,26,18,33,24,29,23,30,28,23,33,34,32,30,23,30,21,21,25,26,17,31,36,37,30,31,24,25,26,26,31,27,19,29,26,26,25,0,2348
21,2,3,2,4,2,3,2,3,3,1,2,3,3,2,1,0,4,5,3,2,2,3,3,2,2,3,3,2,1,1,3,3,2,2,2,0,2,4,4,3,2,2,2,4,1,2,0,1,2,2,2,4,3,3,3,4,3,3,3,1,8,6,8,15,15,11,8,9,10,9,12,9,13,7,12,8,8,14,6,9,9,7,14,12,12,12,10,9,12,12,7,15,12,8,14,11,9,6,11,14,10,12,8,17,9,13,10,7,12,10,5,12,9,6,13,8,9,11,6,2,30,25,35,23,22,28,27,29,30,28,25,28,29,21,34,24,14,24,20,27,33,26,27,24,28,31,30,18,26,21,24,16,29,27,26,26,22,24,20,22,35,28,16,21,24,16,24,24,28,31,30,19,21,23,26,23,20,28,28,0,2234
22,1,1,1,0,3,9,5,3,1,5,4,3,2,3,2,1,3,4,4,4,3,0,1,5,0,4,1,0,2,2,1,1,2,1,2,6,1,3,4,0,2,5,4,6,3,1,2,2,1,4,0,4,4,4,2,1,2,3,1,1,6,14,8,10,10,11,12,11,10,12,11,11,6,11,9,11,7,8,9,9,16,8,11,8,12,11,9,12,12,6,11,16,6,7,9,6,13,7,10,8,10,9,9,7,10,5,12,9,13,11,14,10,5,9,12,3,10,12,3,8,26,20,35,23,20,20,16,25,28,26,21,28,20,29,28,29,23,29,24,28,21,17,16,12,22,30,21,24,32,30,21,16,23,22,28,23,31,32,22,22,23,24,23,22,22,23,27,28,31,25,23,13,22,23,18,16,24,31,26,0,2132
23,0,3,0,3,2,3,2,1,3,2,1,2,3,5,2,3,1,3,5,1,3,4,2,5,5,2,7,1,0,1,2,5,1,1,0,1,5,5,1,1,3,3,0,2,1,3,1,3,0,2,0,3,1,0,2,1,1,0,2,1,5,11,12,7,8,5,11,6,14,5,4,6,10,15,6,6,6,8,10,8,8,5,9,8,9,9,7,5,7,8,12,6,10,4,8,7,10,10,12,11,5,11,9,6,9,13,6,8,7,7,6,11,8,12,11,11,9,6,11,7,17,20,25,22,23,25,30,20,24,27,17,26,15,28,19,20,23,26,26,28,27,21,18,20,24,20,23,30,25,30,28,18,25,24,28,20,28,26,28,24,20,24,32,24,33,32,22,19,26,19,29,17,16,35,25,24,23,22,29,0,2046
24,2,2,0,0,2,4,3,4,4,1,1,1,3,4,1,3,2,2,4,1,0,1,1,3,0,0,3,2,4,2,2,4,0,0,0,1,2,1,3,4,2,4,3,1,3,3,1,1,0,1,3,2,2,2,2,0,0,2,1,1,5,7,13,7,10,11,7,6,12,5,9,7,4,5,8,5,10,7,8,10,11,7,7,4,14,9,8,6,3,9,4,8,10,7,12,8,5,6,13,6,8,6,11,5,9,13,4,7,11,9,11,8,4,6,7,5,12,9,14,10,15,22,19,15,22,18,19,23,18,23,11,19,23,20,16,30,16,8,22,23,21,20,22,23,21,21,31,33,24,21,17,21,25,32,22,23,20,19,26,28,17,27,21,26,17,30,29,24,26,22,17,20,10,25,27,28,9,20,24,0,1864
25,1,1,3,1,2,3,2,0,1,0,0,1,3,4,5,2,1,0,0,1,2,0,1,0,2,1,2,3,3,2,2,0,3,2,3,0,0,0,3,1,1,1,1,4,4,4,0,2,1,0,2,0,4,1,2,2,0,0,3,4,5,5,5,7,4,2,14,3,8,11,8,9,5,7,3,12,7,7,6,6,8,5,6,5,8,9,7,3,6,8,7,7,12,6,12,8,6,9,11,3,7,7,5,10,11,9,4,11,8,6,9,7,5,9,3,4,7,7,9,8,26,21,18,10,8,26,19,13,11,26,22,24,15,19,17,16,16,20,18,19,15,24,13,18,10,24,13,20,17,17,30,20,25,15,20,13,24,21,15,19,30,18,15,16,21,24,20,21,16,24,11,16,22,22,18,20,18,26,21,0,1639
26,2,1,2,1,1,0,2,3,2,3,2,2,1,2,0,1,1,2,1,3,1,0,1,4,2,0,3,2,2,1,1,3,1,4,3,2,1,4,5,1,1,0,2,1,3,1,2,2,2,0,1,1,3,1,1,1,0,2,2,1,4,5,9,8,11,8,5,10,11,7,5,4,6,7,4,5,8,6,12,3,8,8,5,3,11,2,8,6,5,6,9,10,5,5,8,6,7,9,8,9,7,12,3,8,5,5,9,8,12,10,6,4,7,3,7,9,6,7,7,6,5,18,20,19,21,20,21,13,11,19,24,16,14,19,18,18,21,15,19,12,15,23,13,16,20,19,18,17,22,14,12,16,20,21,19,21,20,24,18,11,19,13,12,21,17,20,22,14,19,13,19,29,17,18,23,29,17,26,16,0,1583
27,1,2,2,4,0,1,2,2,0,0,1,5,4,1,3,1,1,1,2,2,2,2,1,4,3,0,0,2,2,1,0,2,2,0,2,2,0,2,2,2,2,2,2,1,0,1,0,0,5,1,2,0,0,1,0,0,2,0,1,3,2,12,5,6,5,4,7,7,4,4,4,8,3,5,4,8,10,6,5,8,11,13,12,14,6,7,7,5,7,11,11,6,4,5,6,9,5,6,6,6,4,5,5,3,8,4,5,2,10,5,9,8,9,3,2,2,8,3,4,7,9,14,18,22,11,18,13,17,17,15,21,21,18,15,22,14,15,13,12,14,13,15,23,11,16,9,23,12,21,15,15,25,14,16,24,17,12,17,12,17,19,22,17,15,15,10,14,23,19,11,21,20,14,23,13,9,20,17,21,0,1438
28,2,1,2,2,2,0,1,0,0,3,1,2,0,1,0,1,3,0,1,1,2,1,1,1,0,2,3,0,1,1,0,0,3,3,4,0,1,2,2,2,5,0,2,3,1,1,0,3,5,1,1,1,0,1,1,0,0,1,3,0,0,4,10,9,5,1,8,7,9,6,3,4,4,6,3,5,4,2,9,8,10,8,3,7,4,8,7,3,7,6,6,7,4,1,6,6,2,4,4,12,7,5,6,2,5,4,6,5,3,8,6,1,5,6,4,5,5,5,6,5,10,14,12,16,12,15,14,16,8,15,17,16,10,12,15,7,17,19,7,19,14,15,17,18,16,11,19,9,22,14,10,11,15,15,15,13,12,11,8,10,16,8,11,11,6,21,16,10,11,22,7,11,13,10,16,9,10,9,12,0,1177
29,3,0,2,0,1,1,1,2,0,3,1,1,0,1,1,0,0,1,1,0,0,2,0,1,1,2,1,0,2,0,1,1,1,0,1,0,0,0,2,0,0,2,1,1,0,1,0,0,1,0,0,2,2,0,2,1,3,2,0,1,4,2,2,4,6,5,2,3,3,5,5,3,4,7,4,3,6,3,3,7,9,3,5,8,2,3,6,3,4,7,2,5,3,5,5,8,3,1,6,2,2,4,1,4,3,3,2,1,9,2,2,5,2,5,9,7,2,7,4,4,14,10,13,11,7,6,10,14,17,11,11,15,12,10,9,14,9,14,13,10,12,11,12,20,14,9,13,7,12,12,11,9,10,14,10,19,12,10,9,11,12,11,8,17,17,13,7,19,13,18,9,7,12,10,14,9,14,9,10,0,998
30,1,0,1,1,0,1,0,3,1,0,1,0,2,1,0,0,2,0,0,3,0,3,1,2,0,3,2,1,1,1,1,3,3,1,0,0,0,1,1,1,0,0,2,0,2,1,0,2,0,4,1,1,2,0,0,3,0,1,1,0,1,4,5,4,2,4,2,2,5,4,1,3,4,8,7,4,3,4,2,3,2,6,4,2,5,3,3,1,5,1,2,2,4,0,1,4,2,2,4,1,2,4,1,2,2,1,3,8,4,5,4,2,4,5,3,7,4,3,1,4,9,11,9,5,11,4,9,8,6,9,11,5,9,14,17,5,8,7,6,12,7,10,9,10,9,15,13,12,11,7,6,11,11,7,12,11,11,11,9,9,5,8,9,7,8,9,5,18,12,12,8,12,12,9,8,11,4,7,10,0,807
31,0,2,0,0,0,3,2,0,0,1,1,0,1,0,1,0,0,0,0,1,2,0,1,2,2,1,0,1,0,3,2,0,2,0,0,2,1,0,2,0,0,1,0,1,0,1,0,0,3,2,0,1,1,2,3,0,1,1,1,2,1,5,1,4,2,1,3,2,2,2,2,0,4,1,2,3,4,4,5,7,2,2,4,4,3,0,5,1,3,3,2,6,4,5,5,1,3,1,1,1,5,4,2,2,3,2,2,1,2,3,4,4,5,3,0,2,5,3,2,1,6,9,11,6,9,8,6,8,8,5,4,12,6,8,12,8,12,10,9,7,12,7,9,6,9,12,3,8,10,4,5,14,10,13,7,7,5,11,12,9,12,10,13,9,11,8,8,9,8,13,10,5,6,10,10,9,8,5,13,0,733
32,0,2,2,0,0,1,1,1,1,0,0,2,1,0,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,1,4,1,0,1,0,0,1,0,0,0,2,0,0,0,3,3,1,1,3,3,0,4,2,5,3,1,3,0,2,2,2,0,2,2,0,6,3,1,6,3,1,2,3,0,1,1,2,4,6,2,1,2,3,1,6,2,0,3,0,2,3,1,4,1,2,4,0,2,3,2,1,1,3,2,5,12,2,2,6,4,5,6,10,7,7,6,6,5,9,8,4,11,5,5,12,6,6,10,8,9,1,12,3,5,8,12,6,6,9,6,8,6,11,5,9,8,8,7,5,4,5,3,9,9,7,6,7,9,5,8,1,7,6,0,565
33,0,0,0,2,1,0,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,3,0,2,1,2,1,2,2,5,1,0,2,1,2,2,1,1,4,3,1,1,1,0,1,1,0,3,3,1,1,4,2,1,4,0,0,1,3,0,0,4,2,1,1,3,4,3,1,1,3,2,3,2,3,3,5,3,4,8,8,7,1,5,2,6,8,3,10,9,5,8,9,5,3,10,5,4,7,8,3,6,6,6,6,10,8,6,3,2,2,7,4,5,5,6,7,7,5,4,2,6,7,9,3,7,6,3,4,9,5,8,5,6,7,6,3,0,479
34,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,2,0,0,3,1,0,1,4,2,1,4,2,2,3,2,1,0,0,1,2,3,4,1,2,3,1,3,1,3,1,0,0,2,1,0,2,1,1,1,3,1,2,2,0,3,5,2,2,1,1,1,1,1,1,1,3,0,4,0,1,2,0,3,4,5,8,3,8,4,11,9,4,3,7,3,3,3,9,4,5,5,7,4,4,3,5,5,4,2,8,4,5,1,3,5,4,9,5,7,3,5,6,3,3,2,7,4,7,0,7,2,3,2,7,5,9,3,3,3,6,0,394
